name,state,Full Address,lat,lng,phone,email,providesPrep,providesPep,freeSTIscreening
KD Simpang Empat Sedaka,Kedah,"KD Simpang Empat Sedaka, Sungai Daun Yan, 06910, Yan, Kedah",,,011-65752532,,FALSE,FALSE,TRUE
KD Simpang Tiga,Kedah,"KD Simpang Tiga , 06800, Yan, Kedah",,,011-65752531,,FALSE,FALSE,TRUE
KD Singkir,Kedah,"KD Singkir, Singkir Darat, 08100, Merbok, Kedah",,,011-65751541,,FALSE,FALSE,TRUE
KD Suka Menanti,Kedah,"KD Suka Menanti, Kampung Suka Menanti, Mukim Pumpong, Alor Setar, 05150, Kota Setar, Kedah",,,04-7347752,,FALSE,FALSE,TRUE
KD Sungai Baru,Kedah,"KD Sungai Baru, Kampung Sungai Baru Tengah, Mukim Sungai Baru, 05150 Alor Setar, 05150, Kota Setar, Kedah",,,04-7348379,,FALSE,FALSE,TRUE
KD Sungai Batu,Kedah,"KD Sungai Batu, Jalan Sungai Batu, Serdang, 09800, Bandar Baharu, Kedah",,,04-3690053,,FALSE,FALSE,TRUE
KD Sungai Karangan,Kedah,"KD Sungai Karangan, Sungai Karangan, Padang Serai, 09410, Kulim, Kedah",,,04-4032459,,FALSE,FALSE,TRUE
KD Sungai Kecil Ilir,Kedah,"KD Sungai Kecil Ilir, Jalan Sekolah Sg Kecil Ilir, Bandar Baharu, 34950, Bandar Baharu, Kedah",,,04-5936258,,FALSE,FALSE,TRUE
KD Sungai Kob,Kedah,"KD Sungai Kob, Sungai Kob, Karangan, 09700, Kulim, Kedah",,,04-4050551,,FALSE,FALSE,TRUE
KD Sungai Korok,Kedah,"KD Sungai Korok, Sungai Korok, Ayer Hitam, 06150, Kubang Pasu, Kedah",,,04-7945323,,FALSE,FALSE,TRUE
KD Sungai Lalang,Kedah,"KD Sungai Lalang, Sungai Lalang, Bedong, 08100, Kuala Muda, Kedah",,,04-4586393,,FALSE,FALSE,TRUE
KD Sungai Layar,Kedah,"KD Sungai Layar, Sungai Layar, Sungai Petani, 08000, Kuala Muda, Kedah",,,04-4226940,,FALSE,FALSE,TRUE
KD Sungai Limau,Kedah,"KD Sungai Limau, Kuala Kuang, 09200, Baling, Kedah",,,04-4721105,,FALSE,FALSE,TRUE
KD Sungai Sedim,Kedah,"KD Sungai Sedim, Sedim, Karangan, 09700, Kulim, Kedah",,,04-4050418,,FALSE,FALSE,TRUE
KD Sungai Seluang,Kedah,"KD Sungai Seluang, Sungai Seluang, Lunas, 09600, Kulim, Kedah",,,04-4847301,,FALSE,FALSE,TRUE
KD Sungai Senam,Kedah,"KD Sungai Senam, Kampung Sungai Senam, 08200, Sik, Kedah",,,013-4783559,,FALSE,FALSE,TRUE
KD Sungai Taka,Kedah,"KD Sungai Taka, Jalan Mahang, Serdang, 09800, Bandar Baharu, Kedah",,,04-4042228,,FALSE,FALSE,TRUE
KD Sungai Tawar,Kedah,"KD Sungai Tawar, Kampung Sungai Tawar, 09310, Baling, Kedah",,,04-4721105,,FALSE,FALSE,TRUE
KD Sungai Tengas,Kedah,"KD Sungai Tengas, Jalan Selama, Serdang, 09800, Bandar Baharu, Kedah",,,04-4170158,,FALSE,FALSE,TRUE
KD Sungai Tengas Ulu,Kedah,"KD Sungai Tengas Ulu, Sungai Tengas Ulu, Serdang, 09800, Kulim, Kedah",,,04-4041493,,FALSE,FALSE,TRUE
KD Sungai Ular,Kedah,"KD Sungai Ular, Sungai Ular, 09000, Kulim, Kedah",,,04-4915795,,FALSE,FALSE,TRUE
KD Sungai Yan,Kedah,"KD Sungai Yan, Yan Kechil, 06900, Yan, Kedah",,,011-65755140,,FALSE,FALSE,TRUE
KD Tajar,Kedah,"KD Tajar, Jalan Datuk Kumbar, Alor Setar, 06500, Kota Setar, Kedah",,,04-7316895,,FALSE,FALSE,TRUE
KD Tanah Hitam,Kedah,"KD Tanah Hitam, Kampung Tanah Hitam, 08200, Sik, Kedah",,,019-4769644,,FALSE,FALSE,TRUE
KD Tanah Merah,Kedah,"KD Tanah Merah, Tanah Merah, 06700, Pendang, Kedah",,,04-7412487,,FALSE,FALSE,TRUE
KD Tandop,Kedah,"KD Tandop, No.18, Jalan Teluk Bagan, Batu 3, Alor Setar, 05400, Kota Setar, Kedah",,,04-7723826,,FALSE,FALSE,TRUE
KD Tandop Besar,Kedah,"KD Tandop Besar, Kuala Nerang, 06350, Padang Terap, Kedah",,,04-7860981,,FALSE,FALSE,TRUE
KD Tanjung Dawai,Kedah,"KD Tanjung Dawai, Tanjung Dawai, Tanjung Dawai, 08110, Kuala Muda, Kedah",,,04-4571041,,FALSE,FALSE,TRUE
KD Tanjung Pari,Kedah,"KD Tanjung Pari, Jalan Weng, 09100, Baling, Kedah",,,04-4721121,,FALSE,FALSE,TRUE
KD Tebengau,Kedah,"KD Tebengau, Mukim Tebangau, Alor Setar, 06600, Kota Setar, Kedah",,,04-7621396,,FALSE,FALSE,TRUE
KD Telaga Mas,Kedah,"KD Telaga Mas, Kampung Keranji, Mukim Telaga Mas, Alor Setar, 06400, Kota Setar, Kedah",,,04-7419395,,FALSE,FALSE,TRUE
KD Teloi Kanan (Felda),Kedah,"KD Teloi Kanan (Felda), Teloi Kanan, Kuala Ketil, 09300, Baling, Kedah",,,04-4192564,,FALSE,FALSE,TRUE
KD Telok Kechai,Kedah,"KD Telok Kechai, Jalan Yan, Alor Setar, 06600, Kota Setar, Kedah",,,04-7625377,,FALSE,FALSE,TRUE
KD Telok Nipah,Kedah,"KD Telok Nipah, Kampung Bukit Tukang Jusoh, Kota Kuala Muda, 08500, Kuala Muda, Kedah",,,04-4430516,,FALSE,FALSE,TRUE
KD Telok Sera,Kedah,"KD Telok Sera, Kampung Desa Telok Sera, 09100, Baling, Kedah",,,04-4721128,,FALSE,FALSE,TRUE
KD Telok Sungai Durian,Kedah,"KD Telok Sungai Durian, Kampung Desa Telok, Sungai Durian, 09100, Baling, Kedah",,,04-4721731,,FALSE,FALSE,TRUE
KD Telok Teduri,Kedah,"KD Telok Teduri, Kampung Desa Telok Teduri, 09100, Baling, Kedah",,,04-4721129,,FALSE,FALSE,TRUE
KD Telok Temelah,Kedah,"KD Telok Temelah, Jalan Weng, 09100, Baling, Kedah",,,04-4721125,,FALSE,FALSE,TRUE
KD Teluk Malek,Kedah,"KD Teluk Malek, Teluk Malek, Jitra, 06000, Kubang Pasu, Kedah",,,04-9170693,,FALSE,FALSE,TRUE
KD Temalang,Kedah,"KD Temalang, Temalang, Jitra, 06000, Kubang Pasu, Kedah",,,04-9254858,,FALSE,FALSE,TRUE
KD Tembak A,Kedah,"KD Tembak A, Tembak, 09300, Baling, Kedah",,,04-4431059 ,,FALSE,FALSE,TRUE
KD Terap,Kedah,"KD Terap, Terap, 09800, Kulim, Kedah",,,04-4170143,,FALSE,FALSE,TRUE
KD Teroi,Kedah,"KD Teroi, Teroi, 06900, Yan, Kedah",,,011-65751542,,FALSE,FALSE,TRUE
KD Tiak,Kedah,"KD Tiak, Kampung Tiak, 09200, Baling, Kedah",,,04-4721106,,FALSE,FALSE,TRUE
KD Tikam Batu,Kedah,"KD Tikam Batu, Kampung Masjid, Kota Kuala Muda, 08500, Kuala Muda, Kedah",,,04-4430916,,FALSE,FALSE,TRUE
KD Titi Gajah,Kedah,"KD Titi Gajah, Kota Setar, 05250, Kota Setar, Kedah",,,04-7332359,,FALSE,FALSE,TRUE
KD Titi Haji Idris,Kedah,"KD Titi Haji Idris, Kampung Alor Tebuan, Mukim Tajar, Alor Setar, 06500, Kota Setar, Kedah",,,04-7340510,,FALSE,FALSE,TRUE
KD Titi Kerbau,Kedah,"KD Titi Kerbau, Mukim Sungai Laka, Changlon, 06010, Kubang Pasu, Kedah",,,04-9245389,,FALSE,FALSE,TRUE
KD Tobiar,Kedah,"KD Tobiar, Tobiar, 06760, Pendang, Kedah",,,04-7847892,,FALSE,FALSE,TRUE
KD Tokai,Kedah,"KD Tokai, Tokai, 06660, Pendang, Kedah",,,04-4471423,,FALSE,FALSE,TRUE
KD Tong Plu,Kedah,"KD Tong Plu, Mukim Tong Plu, Kuala Nerang, 06300, Padang Terap, Kedah",,,04-7868385,,FALSE,FALSE,TRUE
KD Tradisi Lembah Keriang,Kedah,"KD Tradisi Lembah Keriang, Lembah Keriang, Changloon, 06010, Kubang Pasu, Kedah",,,04-9246300,,FALSE,FALSE,TRUE
KD Ulu Bakai,Kedah,"KD Ulu Bakai, Ulu Bakai, Kuala Ketil, 09020, Baling, Kedah",,,04-4062462,,FALSE,FALSE,TRUE
KD Ulu Sedaka,Kedah,"KD Ulu Sedaka, 06900, Yan, Kedah",,,011-65752536,,FALSE,FALSE,TRUE
KD Weng,Kedah,"KD Weng, Jalan Weng, 09100, Baling, Kedah",,,04-4721124,,FALSE,FALSE,TRUE
KK Air Hangat,Kedah,"KK Air Hangat, Jalan Air Hangat, Langkawi, 07000, Langkawi, Kedah",,,04-9591959,,FALSE,FALSE,TRUE
KK Alor Janggus,Kedah,"KK Alor Janggus, Jalan Alor Jaggus, Alor Jaggus, 06250, Kota Setar, Kedah",,,04-7301985,,FALSE,FALSE,TRUE
KK Alor Mengkudu,Kedah,"Klinik Kesihatan Alor Mengkudu, Jalan Alor Mengkudu, Alor Setar, 05100, Kota Setar, Kedah",,,04-7340078,,FALSE,FALSE,TRUE
KK Ayer Hitam,Kedah,"KK Ayer Hitam, Ayer Hitam, 06150, Kubang Pasu, Kedah",,,04-7942101,,FALSE,FALSE,TRUE
KK Banai,Kedah,"KK Banai, Jitra, 06000, Kubang Pasu, Kedah",,,04-9170375,,FALSE,FALSE,TRUE
KK Bandar Alor Setar,Kedah,"KK Bandar Alor Setar, Lebuh Raya Darulaman, Alor Setar, 05100, Kota Setar, Kedah",,,04-7308353,,FALSE,FALSE,TRUE
KK Bandar Baharu,Kedah,"KK Bandar Baharu, Bandar Baharu, 34950, Bandar Baharu, Kedah",,,04-7178232,,FALSE,FALSE,TRUE
KK Bandar Sg. Petani,Kedah,"KK Bandar Sg. Petani, Pej.Kes. Daerah Kuala Muda, Jalan Badlishah, Sungai Petani, 08000, Kuala Muda, Kedah",,,04-4213333,,FALSE,FALSE,TRUE
KK Bedong,Kedah,"KK Bedong, Jalan Semeling, Bedong, 08100, Kuala Muda, Kedah",,,04-4583333,,FALSE,FALSE,TRUE
KK Bukit Selambau,Kedah,"KK Bukit Selambau, Sungai Petani, 08010, Kuala Muda, Kedah",,,04-4193312,,FALSE,FALSE,TRUE
KK Changloon,Kedah,"KK Changloon, Changlun, 06010, Kubang Pasu, Kedah",,,04-9241277,,FALSE,FALSE,TRUE
KK Dato' Kumbar,Kedah,"KK Dato' Kumbar, Jalan Dato' Kumbar, Alor Setar, 6500, Kota Setar, Kedah",,,04-7306319,,FALSE,FALSE,TRUE
KK Guar Chempedak,Kedah,"KK Guar Chempedak, 08800, Yan, Kedah",,,,,FALSE,FALSE,TRUE
KK Gulau,Kedah,"KK Gulau, Jalan Gulau Nami, Sik, 08210, Sik, Kedah",,,04-7520163,,FALSE,FALSE,TRUE
KK Jalan Putra,Kedah,"KK Jalan Putra, Megong, Alor Setar, 05150, Kota Setar, Kedah",,,04-7301985 ,,FALSE,FALSE,TRUE
KK Jalan Selama,Kedah,"KK Jalan Selama, Selama, Serdang, 09810, Bandar Baharu, Kedah",,,04-4079446,,FALSE,FALSE,TRUE
KK Jeniang,Kedah,"KK Jeniang, Jalan Jeniang, Jeniang Sik, 08700, Sik, Kedah",,,04-4641200,,FALSE,FALSE,TRUE
KK Kampung Betong,Kedah,"KK Kampung Betong, Kampung Betong, Mukim Jeneri, Sik, 08200, Sik, Kedah",,,04-4620063 ,,FALSE,FALSE,TRUE
KK Kampung Lalang,Kedah,"KK Kampung Lalang, Jalan Weng, Mukim Siong, Baling, 09100, Baling, Kedah",,,04-4732555,,FALSE,FALSE,TRUE
KK Karangan,Kedah,"KK Karangan, Jalan Mahang, Karangan, 09700, Kulim, Kedah",,,04-4056261,,FALSE,FALSE,TRUE
KK Kepala Batas,Kedah,"KK Kepala Batas, Kepala Batas, 06200, Kubang Pasu, Kedah",,,04-7144820,,FALSE,FALSE,TRUE
KK Kodiang,Kedah,"KK Kodiang, Kodiang, 06100, Kubang Pasu, Kedah",,,04-9250178,,FALSE,FALSE,TRUE
KK Kota Kuala Muda,Kedah,"KK Kota Kuala Muda, Jalan Kampung Sungai Emas, Kota Kuala Muda, 08500, Kuala Muda, Kedah",,,04-4374225,,FALSE,FALSE,TRUE
KK Kota Putra,Kedah,"KK Kota Putra, Kuala Nerang, 06300, Padang Terap, Kedah",,,04-7860013,,FALSE,FALSE,TRUE
KK Kota Sarang Semut,Kedah,"KK Kota Sarang Semut, Jalan Pendang, Kota Sarang Semut, 06800, Kota Setar, Kedah",,,04-7691333,,FALSE,FALSE,TRUE
KK Kuala Ketil,Kedah,"KK Kuala Ketil, Kuala Ketil, 09300, Baling, Kedah",,,04-4163355  ,,FALSE,FALSE,TRUE
KK Kubur Panjang,Kedah,"KK Kubur Panjang, Kubur Panjang, Pendang, 06760, Pendang, Kedah",,,04-7846355,,FALSE,FALSE,TRUE
KK Kulim,Kedah,"KK Kulim, Jalan Hospital Lama, Kulim, 09000, Kulim, Kedah",,,04-4903355,,FALSE,FALSE,TRUE
KK Kupang,Kedah,"KK Kupang, Poliklinik Kesihatan Kupang, Kupang, 09200, Baling, Kedah",,,04-4766355,,FALSE,FALSE,TRUE
KK Langgar,Kedah,"KK Langgar, Jalan Langgar, Alor Setar, 06500, Kota Setar, Kedah",,,04-7876648,,FALSE,FALSE,TRUE
KK Lubuk Buntar,Kedah,"KK Lubuk Buntar, Jln Serdang-Bandar Baharu, 09800, Bandar Baharu, Kedah",,,04-4077320,,FALSE,FALSE,TRUE
KK Lubuk Merbau,Kedah,"KK Lubuk Merbau, Pendang, 06710, Padang Terap, Kedah",,,04-7520129,,FALSE,FALSE,TRUE
KK Lunas,Kedah,"KK Lunas, Jalan Ara Kuda, Lunas, 09600, Kulim, Kedah",,,04-4849199,,FALSE,FALSE,TRUE
KK Mahang,Kedah,"KK Mahang, Jalan Mahang, Kulim, 09800, Kulim, Kedah",,,04-4041333,,FALSE,FALSE,TRUE
KK Malau,Kedah,"KK Malau, Baling, 09020, Baling, Kedah",,,04-4721095 ,,FALSE,FALSE,TRUE
KK Merbau Pulas,Kedah,"KK Merbau Pulas, Jalan Kuala Ketil, Kulim, 09410, Kulim, Kedah",,,04-4163852,,FALSE,FALSE,TRUE
KK Merbok,Kedah,"KK Merbok, Jalan Merbok-Tanjung Dawai, Merbok, Kuala Muda, 08400, Kuala Muda, Kedah",,,04-4572214,,FALSE,FALSE,TRUE
KK Naka,Kedah,"KK Naka, Naka, 06350, Padang Terap, Kedah",,,04-7851229,,FALSE,FALSE,TRUE
KK Napoh,Kedah,"KK Napoh, Klinik Kesihatan Napoh, Jitra, 06000, Kubang Pasu, Kedah",,,04-9164944  ,,FALSE,FALSE,TRUE
KK Padang Matsirat,Kedah,"KK Padang Matsirat, Langkawi, 07100, Langkawi, Kedah",,,04-9551355,,FALSE,FALSE,TRUE
KK Padang Serai,Kedah,"KK Padang Serai, Jalan Lunas, Padang Serai , 09400, Kulim, Kedah",,,04-4580084,,FALSE,FALSE,TRUE
KK Parit Panjang,Kedah,"KK Parit Panjang, Baling, 09120, Baling, Kedah",,,04-4430853,,FALSE,FALSE,TRUE
KK Pedu,Kedah,"KK Pedu, Kuala Nerang, 06300, Padang Terap, Kedah",,,04-7868717,,FALSE,FALSE,TRUE
KK Pendang,Kedah,"KK Pendang, Jalan Sungai Tiang, Pendang, 06700, Pendang, Kedah",,,04-7596412,,FALSE,FALSE,TRUE
KK Permatang Buluh,Kedah,"KK Permatang Buluh, Permatang Buluh, 06800, Yan, Kedah",,,011-65754066,,FALSE,FALSE,TRUE
KK Pokok Sena,Kedah,"KK Pokok Sena, Pokok Sena, 06400, Pokok Sena, Kedah",,,04-7821355,,FALSE,FALSE,TRUE
KK Pulau Tuba,Kedah,"Klinik Kesihatan Pulau Tuba, Mukim Kuah, 07000, Langkawi, Kedah",,,017-5665593,,FALSE,FALSE,TRUE
KK Serdang,Kedah,"KK Serdang, Serdang, 09800, Bandar Baharu, Kedah",,,04-4076100,,FALSE,FALSE,TRUE
KK Sg. Lalang,Kedah,"KK Sg. Lalang, Lot 15,16,17 & 18, Taman Lembah Permai, Sungai Lalang, Bedong, 08100, Kuala Muda, Kedah",,,04-4594127,,FALSE,FALSE,TRUE
KK Simpang Empat,Kedah,"KK Simpang Empat, Jalan Tokai, Alor Setar, 6600, Kota Setar, Kedah",,,04-7641501,,FALSE,FALSE,TRUE
KK Simpang Kuala,Kedah,"KK Simpang Kuala, Jalan Kuala Kedah, Alor Setar, 05400, Kota Setar, Kedah",,,04-7720853,,FALSE,FALSE,TRUE
KK Sungai Limau Dalam,Kedah,"KK Sungai Limau Dalam, Yan, 06910, Yan, Kedah",,,04-7651599 (,,FALSE,FALSE,TRUE
KK Sungai Pasir,Kedah,"Klinik Kesihatan Sungai Pasir, Taman Desa Meranti Indah, Sungai Petani, 08000 Kuala Muda, Kedah",,,04-4213355,,FALSE,FALSE,TRUE
KK Sungai Tiang,Kedah,"KK Sungai Tiang, Sungai Tiang, Pendang, 06750, Pendang, Kedah",,,04-7541135,,FALSE,FALSE,TRUE
KK Taman Intan,Kedah,"Jalan Taman Intan, Sungai Petani",,,04-4220294,,FALSE,FALSE,TRUE
KK Taman Selasih,Kedah,"KK Taman Selasih, Lot 3302, Taman Selasih, Kulim, 09000, Kulim, Kedah",,,04-4917377,,FALSE,FALSE,TRUE
KK Tawar,Kedah,"KK Tawar, Kuala Ketil, 09310, Baling, Kedah",,,04-4766308,,FALSE,FALSE,TRUE
KK Teloi Timur,Kedah,"KK Teloi Timur,  Teloi Timur, Sik, 08200, Sik, Kedah",,,019-4608741 ,,FALSE,FALSE,TRUE
KK Temonyong,Kedah,"KK Temonyong, Mukim Kedawang, Langkawi, 7000, Langkawi, Kedah",,,04-9531133,,FALSE,FALSE,TRUE
KK Tualang,Kedah,"Klinik Kesihatan Tualang, Kampung Kerian, Jalan Tualang, Mukim Tualang, 06402, Pokok Sena, Kedah",,,04-7879066,,FALSE,FALSE,TRUE
KK Tunjang,Kedah,"KK Tunjang, Jalan Kodiang, Jitra, 06000, Kubang Pasu, Kedah",,,04-9291524,,FALSE,FALSE,TRUE
KK UTC Alor Setar,Kedah,"KK UTC Alor Setar, Aras Bwh, Kompleks MBAS(City Point), Jln Kolam Air, 05100, Kota Setar, Kedah",,,04-7350302,,FALSE,FALSE,TRUE
KK UTC Sungai Petani,Kedah,"KK UTC Sungai Petani, Lot G-UTC-02, UTC Sungai Petani, Bangunan Ukir Square, Jalan Kuala Ketil, 08000, Kuala Muda, Kedah",,,04-4214075,,FALSE,FALSE,TRUE
KK Yan,Kedah,"Klinik Kesihatan Yan, Yan Besar, 06900 Yan, Kedah",,,011-65733443,,FALSE,FALSE,TRUE
KKIA Baling,Kedah,"KKIA Baling, Lot 851, Lorong Harun Abdullah, Off Jalan Weng, 09100, Baling, Kedah",,,04-4701351,,FALSE,FALSE,TRUE
KKIA Jitra,Kedah,"KKIA Jitra, Klinik Kesihatan Ibu Dan Anak Jitra, 06000, Kubang Pasu, Kedah",,,04-9171355,,FALSE,FALSE,TRUE
KKIA Kuala Nerang,Kedah,"KKIA Kuala Nerang, Kuala Nerang, 06300, Padang Terap, Kedah",,,04-7866355  ,,FALSE,FALSE,TRUE
KKIA Sik,Kedah,"KKIA Sik, Jalan Tuanku Ibrahim, 08200, Sik, Kedah",,,04-4690617,,FALSE,FALSE,TRUE
KKIA Sungai Petani,Kedah,"KKIA Sungai Petani, 81, Jalan Padang, Sungai Petani, 08000, Kuala Muda, Kedah",,,04-4216357,,FALSE,FALSE,TRUE
KD (SEDC) Sungai Terah,Kelantan,"KD (SEDC) Sungai Terah, Jalan Sungai Terah, 18300, Gua Musang, Kelantan",,,010-5726377,,FALSE,FALSE,TRUE
KD Air Dingin,Kelantan,"KD Air Dingin, Air Dingin, 16200, Tumpat, Kelantan",,,09-7256637,,FALSE,FALSE,TRUE
KD Alor Bakat,Kelantan,"KD Alor Bakat, Alor Bakat, 16400, Bachok, Kelantan",,,09-7834353,,FALSE,FALSE,TRUE
KD Alor Pasir,Kelantan,"KD Alor Pasir, Kg. Alor Pasir Tanah Merah, 17500, Tanah Merah, Kelantan",,,013-9956125,,FALSE,FALSE,TRUE
KD Aril,Kelantan,"KD Aril, Jln Melor Lama, Kota Bharu, 16400, Kota Bharu, Kelantan",,,09-7834348,,FALSE,FALSE,TRUE
KD Aring 10,Kelantan,"KD Aring 10, Felda Aring 10, Gua Musang, 18300, Gua Musang, Kelantan",,,013-9102124,,FALSE,FALSE,TRUE
KD Aring 6,Kelantan,"KD Aring 6, Felda Aring 6, 18300 Gua Musang, 18300, Gua Musang, Kelantan",,,019-9669124,,FALSE,FALSE,TRUE
KD Ayer Canal,Kelantan,"KD Ayer Canal, Kampung Ayer Canal, 17700 Tanah Merah, Jeli, 17700, Jeli, Kelantan",,,09-9450168,,FALSE,FALSE,TRUE
KD Banggol Chicha,Kelantan,"KD Banggol Chicha, Banggol Chicha, 17000, Pasir Mas, Kelantan",,,09-7964369,,FALSE,FALSE,TRUE
KD Baroh Pial,Kelantan,"KD Baroh Pial, Baroh Pial, 17020, Pasir Mas, Kelantan",,,09-9775404,,FALSE,FALSE,TRUE
KD Batu Jong,Kelantan,"KD Batu Jong, Batu Jong, 18000, Kuala Krai, Kelantan",,,09-9771846,,FALSE,FALSE,TRUE
KD Batu Tinggi,Kelantan,"KD Batu Tinggi, Kampung Batu Tinggi, 16450 Kota Bharu, 16450, Kota Bharu, Kelantan",,,09-7887592,,FALSE,FALSE,TRUE
KD Bayu Lalang,Kelantan,"KD Bayu Lalang, Jalan Bayu Lalang, 17000, Pasir Mas, Kelantan",,,09-7964371,,FALSE,FALSE,TRUE
KD Bechah Laut,Kelantan,"KD Bechah Laut, Kg. Bechah Laut Tanah Merah, 17500, Tanah Merah, Kelantan",,,09-9775279,,FALSE,FALSE,TRUE
KD Bekalam,Kelantan,"KD Bekalam, Bekalam, 16090, Bachok, Kelantan",,,09-7780691,,FALSE,FALSE,TRUE
KD Belukar Bachok,Kelantan,"KD Belukar Bachok, Belukar Bachok, 16090, Bachok, Kelantan",,,09-7659028,,FALSE,FALSE,TRUE
KD Bendang Nyior,Kelantan,"KD Bendang Nyior, Kg. Bendang Nyior Tanah Merah, 17500, Tanah Merah, Kelantan",,,09-7964077,,FALSE,FALSE,TRUE
KD Bendang Pak Yong,Kelantan,"KD Bendang Pak Yong, Bendang Pak Yong, 16200, Tumpat, Kelantan",,,09-7216303,,FALSE,FALSE,TRUE
KD Beoh,Kelantan,"KD Beoh, Beoh, 16090, Bachok, Kelantan",,,09-7529019,,FALSE,FALSE,TRUE
KD Beris Lalang,Kelantan,"KD Beris Lalang, Kampung Beris Lalang, 16300, Bachok, Kelantan",,,09-7858788,,FALSE,FALSE,TRUE
KD Beta Hilir,Kelantan,"KD Beta Hilir, Kampung Beta Hilir, Jalan Dewan Hilir, 15100, Kota Bharu, Kelantan",,,019-9785823,,FALSE,FALSE,TRUE
KD Beta Hulu,Kelantan,"KD Beta Hulu, Kampung Beta Hulu, 15100, Kota Bharu, Kelantan",,,09-7123023,,FALSE,FALSE,TRUE
KD Bukit Abal,Kelantan,"KD Bukit Abal, Kampung Bukit Abal, Pasir Puteh, 16800, Pasir Puteh, Kelantan",,,09-7893076,,FALSE,FALSE,TRUE
KD Bukit Awang,Kelantan,"KD Bukit Awang, Kampung Bukit Awang, Gaal, Pasir Puteh, 16800, Pasir Puteh, Kelantan",,,09-7520940,,FALSE,FALSE,TRUE
KD Bukit Durian,Kelantan,"KD Bukit Durian, Kg Bukit Durian Gual Ipoh, Tanah Merah, 17500, Tanah Merah, Kelantan",,,09-9775263,,FALSE,FALSE,TRUE
KD Bukit Gading,Kelantan,"KD Bukit Gading, Kg Bukit Gading, Tanah Merah, 17500, Tanah Merah, Kelantan",,,09-9775264,,FALSE,FALSE,TRUE
KD Bukit Merbau,Kelantan,"KD Bukit Merbau, Kampung Bukit Merbau, Pasir Puteh, 16800, Pasir Puteh, Kelantan",,,09-7532162,,FALSE,FALSE,TRUE
KD Bukit Panau,Kelantan,"KD Bukit Panau, Kg Bukit Panau, Tanah Merah, 17500, Tanah Merah, Kelantan",,,09-9775266,,FALSE,FALSE,TRUE
KD Bukit Perah,Kelantan,"KD Bukit Perah, Bukit Perah, To' Uban, 17050, Pasir Mas, Kelantan",,,09-7981434,,FALSE,FALSE,TRUE
KD Bunut Sarang Burung,Kelantan,"KD Bunut Sarang Burung, Bunut Sarang Burung, 16200, Tumpat, Kelantan",,,09-7183906,,FALSE,FALSE,TRUE
KD Bunut Susu,Kelantan,"KD Bunut Susu, Kampung Bunut Susu, 17020, Pasir Mas, Kelantan",,,09-7193669,,FALSE,FALSE,TRUE
KD But,Kelantan,"KD But, Kampung But, Jalan Pengkalan But, 16450, Kota Bharu, Kelantan",,,09-7128580,,FALSE,FALSE,TRUE
KD Cabang Empat,Kelantan,"KD Cabang Empat, Cabang Empat, 16200, Tumpat, Kelantan",,,09-7194909,,FALSE,FALSE,TRUE
KD Chalil (Kesedar),Kelantan,"KD Chalil (Kesedar), Chalil, 18300, Gua Musang, Kelantan",,,09-9680715,,FALSE,FALSE,TRUE
KD Che Latif,Kelantan,"KD Che Latif, Jalan PCB Badang, Kota Bharu, 15350, Kota Bharu, Kelantan",,,09-7711033,,FALSE,FALSE,TRUE
KD Cherang Laut,Kelantan,"KD Cherang Laut, Cherang Laut, 16300, Bachok, Kelantan",,,09-7766033,,FALSE,FALSE,TRUE
KD Chetok,Kelantan,"KD Chetok, Kampung Chekok, Chetok, 17060, Pasir Mas, Kelantan",,,09-7941223,,FALSE,FALSE,TRUE
KD Chicha Tinggi,Kelantan,"KD Chicha Tinggi, Kampung Chicha Tinggi, 17000, Pasir Mas, Kelantan",,,09-7964451,,FALSE,FALSE,TRUE
KD Chiku 1,Kelantan,"KD Chiku 1, Felda Chiku 1, 18300, Gua Musang, Kelantan",,,010-5795874,,FALSE,FALSE,TRUE
KD Chiku 2,Kelantan,"KD Chiku 2, Felda Chiku 2, 18300, Gua Musang, Kelantan",,,010-5795901,,FALSE,FALSE,TRUE
KD Chiku 7,Kelantan,"KD Chiku 7, Felda Chiku 7, 18300, Gua Musang, Kelantan",,,010-579502,,FALSE,FALSE,TRUE
KD Chuchoh Putri,Kelantan,"KD Chuchoh Putri, Chuchoh Putri, Manik Urai, 18000, Kuala Krai, Kelantan",,,09-9661845,,FALSE,FALSE,TRUE
KD Dalam Rhu,Kelantan,"KD Dalam Rhu, Semarak-Kuala Besut, 16700, Pasir Puteh, Kelantan",,,09-6910311,,FALSE,FALSE,TRUE
KD Gelam Mas,Kelantan,"KD Gelam Mas, Gelam Mas, 17010, Pasir Mas, Kelantan",,,09-7977921,,FALSE,FALSE,TRUE
KD Gobek,Kelantan,"KD Gobek, Kg. Gobek Gual Ipoh, Tanah Merah, 17500, Tanah Merah, Kelantan",,,019-9240349,,FALSE,FALSE,TRUE
KD Golok,Kelantan,"KD Golok, Semerak, Pasir Puteh, 16800, Pasir Puteh, Kelantan",,,09-6912071,,FALSE,FALSE,TRUE
KD Gondang,Kelantan,"KD Gondang, Kg. Gondang, Kota Bharu, 16450, Kota Bharu, Kelantan",,,09-7887651,,FALSE,FALSE,TRUE
KD Jejawi,Kelantan,"KD Jejawi, Jalan Jejawi, 17030, Pasir Mas, Kelantan",,,09-7964376,,FALSE,FALSE,TRUE
