name,state,Full Address,Country,lat,lng,providesPrep,providesPep,freeSTIscreening,googlePlaceId,phone,email
KD Macap,Johor,"KD Macap, JKR 1034, Kampung Macap Sri Macap, 86200 Kluang, 86200, Kluang, Johor",Malaysia,1.867496,103.235572,FALSE,FALSE,TRUE,ChIJ9Y2Lp-1n0DERr5S6hUmcPX4,07-7541233,
KD Maju Jaya,Johor,"KD Maju Jaya, JKR 4798, Kg Maju Jaya, 81300, Johor Bahru, Johor",Malaysia,1.5801763,103.7187779,FALSE,FALSE,TRUE,ChIJQeyK4-xx2jERjrV-KrxG758,07-5542850,
KD Mawai Baru,Johor,"KD Mawai Baru, Jalan Tanjung Sedili, 81900, Kota Tinggi, Johor",Malaysia,1.9275991,104.1077065,FALSE,FALSE,TRUE,ChIJHyqCSlPl2jERhodBRuw98Ug,07-8911930,
KD Melayu Raya,Johor,"KD Melayu Raya, Jln Melayu Raya Pekan Nanas, Pontian, 81500, Pontian, Johor",Malaysia,1.5991936,103.4812653,FALSE,FALSE,TRUE,ChIJA3eLdfGc0DERB1SVufNPu0g,07-6994472,
KD Minyak Beku,Johor,"KD Minyak Beku, Kg. Minyak Beku, Batu Pahat, 83030, Batu Pahat, Johor",Malaysia,1.7916214,102.8931941,FALSE,FALSE,TRUE,ChIJb1FBJv1V0DER4GZDQp9liPg,07-4288260,
KD Moakil,Johor,"KD Moakil, Felda Moakil, Chaah, 85400, Segamat, Johor",Malaysia,2.3024706,102.9703868,FALSE,FALSE,TRUE,ChIJsVggKQAv0DERo0gJjIyvxLc,07-9191758,
KD Nitar 2 (Felda),Johor,"KD Nitar 2 (Felda), Mersing, 86800, Mersing, Johor",Malaysia,2.3917752,103.6728926,FALSE,FALSE,TRUE,ChIJH6YJGS1TxTERhBfDzgHI4yk,07-7691733,
KD Nyior,Johor,"KD Nyior, 86000 Kluang, Johor, 86000, Kluang, Johor",Malaysia,2.048435,103.4049445,FALSE,FALSE,TRUE,ChIJjQSX31ud2jER76rOaitcD8Q,07-7431033,
KD Panchor,Johor,"KD Panchor, JKR 1315 Jalan Abdullah, Panchor, 84500, Muar, Johor",Malaysia,2.1728202,102.7105044,FALSE,FALSE,TRUE,ChIJPST1xKvO0TER5XyS-aTnPuM,06-9737362,
KD Panjang Sari,Johor,"KD Panjang Sari, Kg Panjang Sari, Pagoh, 84600, Muar, Johor",Malaysia,2.1109877,102.7560268,FALSE,FALSE,TRUE,ChIJhRduBHTL0TERNXt1CYtrRPE,06-9747237,
KD Pantai Layang,Johor,"KD Pantai Layang, Sungai Mati, Ledang, 84400, Tangkak, Johor",Malaysia,2.1209581,102.5689436,FALSE,FALSE,TRUE,ChIJXfSDOA_H0TERuxLNuIq1OeQ,06-9755052,
KD Parit Keroma,Johor,"KD Parit Keroma, JKR 2607 Kg Pt Keroma, Jln Abd Rahman, 84000, Muar, Johor",Malaysia,2.0090473,102.5742477,FALSE,FALSE,TRUE,ChIJE2XWDsu70TERig1UhTyTdlg,06-9513346,
KD Parit 1 Sanglang,Johor,"KD Parit 1 Sanglang, Jln Pt. Satu Sanglang Ayer Baloi, Pontian, 82100, Pontian, Johor",Malaysia,1.64885,103.331,FALSE,FALSE,TRUE,ChIJXU3bvsCP0DER7DcUM5rwIZk,07-6937100,
KD Parit Abdul Rahman,Johor,"KD Parit Abdul Rahman, Kg. Parit Abdul Rahman, Mukim 4 Simpang Kiri, 83500, Batu Pahat, Johor",Malaysia,1.927441,102.89117,FALSE,FALSE,TRUE,ChIJQwESXRtS0DERRYOe5sjqZB4,07-4185393,
KD Parit Amil,Johor,"KD Parit Amil, Kampong Parit Amil, 83740, Batu Pahat, Johor",Malaysia,1.9615779,103.060933,FALSE,FALSE,TRUE,Ek5LYW1wdW5nIFBhcml0IEFtaWwgJiBQYXJpdCBBbWlsLCA4MzcwMCBZb25nIFBlbmcsIEpvaG9yIERhcnVsIFRhJ3ppbSwgTWFsYXlzaWEiZiJkChQKEgm1OWVyk0TQMRHNij7tBzeOtxIUChIJtTllcpNE0DERzYo-7Qc3jrcaFAoSCaV_TULtRNAxEWonw4g8BAwoGhQKEgnFxhGGk0TQMREKwH-2qaFzhiIKDSNQKwEVstltPQ,07-4847537,
KD Parit Bakar Darat,Johor,"KD Parit Bakar Darat, JKR 1071 Kg Pt Bakar Darat, 84000, Muar, Johor",Malaysia,2.003551,102.6071188,FALSE,FALSE,TRUE,ElZKYWxhbiBQYXJpdCBCYWthciBEYXJhdCwgS2FtcHVuZyBQYXJpdCBCYWthciwgODQwMDAgTXVhciwgSm9ob3IgRGFydWwgVGEnemltLCBNYWxheXNpYSIuKiwKFAoSCZmgiV0GutExEQ2H_2qd8e63EhQKEgnRIW0APrrRMRE5vb_-Bc4Ixg,06-9812948,
KD Parit Baru,Johor,"KD Parit Baru, JKR 2184 Kg Pt Baru Jln Pt Yusof, 84060, Muar, Johor",Malaysia,2.0630519,102.5848717,FALSE,FALSE,TRUE,ChIJTcVUxO-40TER3ObyATn039k,07-4211021,
KD Parit Basri,Johor,"KD Parit Basri, Kg Parit Basri, Sri Medan, 83000, Batu Pahat, Johor",Malaysia,2.0055446,102.9582911,FALSE,FALSE,TRUE,ChIJDS6l3j1P0DEROG3Sl9p0Nq8,07-4859969,
KD Parit Betaling,Johor,"KD Parit Betaling, Kampung Betaling, Sri Medan, 83000, Batu Pahat, Johor",Malaysia,2.0292253,102.9838037,FALSE,FALSE,TRUE,ChIJG1DIX6FI0DERmxZHi4BdhIg,07-4511530,
KD Parit Bilal,Johor,"KD Parit Bilal, Kg Parit Bilal, 83000, Batu Pahat, Johor",Malaysia,1.8953072,102.9512853,FALSE,FALSE,TRUE,ChIJ2YEaX_lQ0DER9CN2TdrUvxQ,07-4349353,
KD Parit Bulat Darat,Johor,"KD Parit Bulat Darat, Jalan Yusof Muar, 83600, Muar, Johor",Malaysia,1.9360188,102.7711434,FALSE,FALSE,TRUE,ChIJLfKBMmOt0TERrH0GXiXmIlw,07-4213104,
KD Parit Bulat Lintang,Johor,"KD Parit Bulat Lintang, JKR 2729 Kg Pt Bulat lintang Sri Menanti, 84160, Muar, Johor",Malaysia,1.917505,102.6801191,FALSE,FALSE,TRUE,ChIJly8oOkau0TER1z7XX4GoY9c,06-9882967,
KD Parit Gantong,Johor,"KD Parit Gantong, Kg Parit Gantong, 83500, Batu Pahat, Johor",Malaysia,1.9922222,102.8727778,FALSE,FALSE,TRUE,ChIJASu9on9L0DERO0zB0eSUelw,07-4185387,
KD Parit Haji Abdul Rahman,Johor,"KD Parit Haji Abdul Rahman, Jln Bat Pahat Benut, Pontian, 82200, Pontian, Johor",Malaysia,1.6510896,103.23241,FALSE,FALSE,TRUE,ChIJ9X0EUL2N0DER8WHfHg_yArE,07-4140062,
KD Parit Haji Ariff,Johor,"KD Parit Haji Ariff, Jln Pt Hj. Arif, Benut Pontian, 82200, Pontian, Johor",Malaysia,1.7234974,103.2347023,FALSE,FALSE,TRUE,ChIJ81yMmKOL0DERS0WDGlt_stc,07-4253101,
KD Parit Haji Omar,Johor,"KD Parit Haji Omar, Jln Api-Api Pontian, 82010, Pontian, Johor",Malaysia,1.5694589,103.3949247,FALSE,FALSE,TRUE,ChIJ56fpNTea0DERLQzIcaOqVag,07-6951648,
KD Parit Haji Salam,Johor,"KD Parit Haji Salam, Kg. Parit Salam, 83000, Batu Pahat, Johor",Malaysia,1.8333333,102.8666667,FALSE,FALSE,TRUE,ChIJHfbCYk9U0DERDE1L-jmsDBo,07-4130125,
KD Parit Hylam,Johor,"KD Parit Hylam, Kg Parit Hylam, 83200, Batu Pahat, Johor",Malaysia,1.721683,103.0802378,FALSE,FALSE,TRUE,ChIJedaCPqf20DERAvHaJD824i0,07-4293876,
KD Parit Ismail,Johor,"KD Parit Ismail, Jalan Pt Ismail Benut Pontian, 82200, Pontian, Johor",Malaysia,1.6930825,103.2835312,FALSE,FALSE,TRUE,EjVKbG4gUGFyaXQgSXNtYWlsLCBCZW51dCwgSm9ob3IgRGFydWwgVGEnemltLCBNYWxheXNpYSIuKiwKFAoSCb89HfMVidAxEegyoh0AmqSzEhQKEgkN_DHp5o3QMRG_SIdRLY62gQ,07-6901280,
KD Parit Jelutong,Johor,"KD Parit Jelutong, Kampong Parit Jelutong, 86400, Batu Pahat, Johor",Malaysia,1.8266632,103.0905341,FALSE,FALSE,TRUE,ChIJ1SeCMNde0DERi2q1PMvWOjk,07-4544713,
KD Parit Kader,Johor,"KD Parit Kader, Kampong Parit Kadir, 83200, Batu Pahat, Johor",Malaysia,1.7797162,103.1020111,FALSE,FALSE,TRUE,ChIJMc3l5F5f0DERXcARsPLnpW8,07-4277644,
KD Parit Kahar,Johor,"KD Parit Kahar, Jln Pt. Kahar Ayer Baloi Pontian, 82100, Pontian, Johor",Malaysia,1.6448517,103.3696737,FALSE,FALSE,TRUE,ChIJRxhjVluF0DERLbBwKcyC_F4,07-6931652,
KD Parit Kasih,Johor,"KD Parit Kasih, kampung Parit Kasih, 83200, Batu Pahat, Johor",Malaysia,1.7972643,103.0387771,FALSE,FALSE,TRUE,ChIJz38oD4lY0DERo-5Uch_-sss,07-4293920,
KD Parit Kassim Laut,Johor,"KD Parit Kassim Laut, JKR 2767 Kg Pt. Lt. Jalan Abd Rahman, 84150, Muar, Johor",Malaysia,2.0205466,102.5800558,FALSE,FALSE,TRUE,ChIJ-2MIQIG50TERqHw6UlgFYOI,06-9872843,
KD Parit Kemang,Johor,"KD Parit Kemang, Kampung Parit Kemang, Senggarang, 83200, Batu Pahat, Johor",Malaysia,1.7488889,103.0527778,FALSE,FALSE,TRUE,ChIJuWWD1Vj20DER4XNn9loa4vI,07-4277653,
KD Parit Kuda,Johor,"KD Parit Kuda, Jalan Muar Kampung Parit Kuda, 83600, Batu Pahat, Johor",Malaysia,1.8735898,102.8200034,FALSE,FALSE,TRUE,ChIJ3V-3WgBT0DERdys_VY_dBN0,07-4163902,
KD Parit Lapis Sayang,Johor,"KD Parit Lapis Sayang, Jln Pt. Lapis Sayang Benut, Pontian, 82200, Pontian, Johor",Malaysia,1.6302778,103.2580556,FALSE,FALSE,TRUE,ChIJiRlYcweS0DERIlIMeijXHNg,07-6981976,
KD Parit Lapis Sempadan,Johor,"KD Parit Lapis Sempadan, Kg. Parit Lapis Sempadan, Parit Raja, 83000, Batu Pahat, Johor",Malaysia,1.865052,102.927411,FALSE,FALSE,TRUE,ChIJJVApO1-Y0DERPoXni9hAKEY,07-4277646,
KD Parit Latiff,Johor,"KD Parit Latiff, JKR 2870 Kg Pt Latif, Pt usof, 83500, Muar, Johor",Malaysia,2.0421151,102.5668386,FALSE,FALSE,TRUE,ChIJ0_n7vSHL0TER_eZlSRaAG6o,07-4211209,
KD Parit Lubuk,Johor,"KD Parit Lubuk, Kg. Parit Lubuk, 83600, Batu Pahat, Johor",Malaysia,1.8697222,102.79,FALSE,FALSE,TRUE,ChIJh8349aSs0TER1_GKd1ttEtY,07-4163903,
KD Parit Maimon,Johor,"KD Parit Maimon, Kg. Parit Maimon, Parit Sulong, 83500, Batu Pahat, Johor",Malaysia,1.9402171,102.8531209,FALSE,FALSE,TRUE,ChIJAygIDABN0DERhoqToHYdU4g,07-4101685,
KD Parit Marjunid,Johor,"KD Parit Marjunid, Jln Parit Marjinid Pontian, 82000, Pontian, Johor",Malaysia,1.486822,103.398845,FALSE,FALSE,TRUE,ChIJq0CvfnuY0DERExCwVE9QKh0,07-6901239,
KD Parit Mesjid,Johor,"KD Parit Mesjid, Jln Pt Mesjid Pontian, 82000, Pontian, Johor",Malaysia,1.463906,103.409059,FALSE,FALSE,TRUE,ChIJhYVTEmGi0DERZPU-R7KitiE,07-6879050,
KD Parit Nibong,Johor,"KD Parit Nibong, Kg Parit Nibong, Semerah, 83600, Batu Pahat, Johor",Malaysia,1.8663889,102.7811111,FALSE,FALSE,TRUE,ChIJn8KNQJ-s0TERj3e4jfxX_HI,07-4163937,
KD Parit Nipah,Johor,"KD Parit Nipah, Kg. Parit Nipah Darat, Parit Raja, 83000, Batu Pahat, Johor",Malaysia,1.8693352,103.1304471,FALSE,FALSE,TRUE,ChIJhz3CgdJd0DERY_SHWLJZcjM,07-4544716,
KD Parit Pandan,Johor,"KD Parit Pandan, Kampong Parit Pandan Sri Gading, 83000, Batu Pahat, Johor",Malaysia,1.8048751,103.0499705,FALSE,FALSE,TRUE,ChIJTQfZL-tY0DER49pjcT-RmrI,07-4559427,
KD Parit Payung,Johor,"KD Parit Payung, JKR 1028 Kg Parit Payung, 84000, Muar, Johor",Malaysia,1.9750448,102.6439864,FALSE,FALSE,TRUE,ChIJ9zBdimCw0TER0ujxPE6gWC4,06-9812945,
KD Parit Pecah,Johor,"KD Parit Pecah, JKR 2660 Kg Parit Pecah, 84160, Muar, Johor",Malaysia,1.928715,102.67007,FALSE,FALSE,TRUE,ChIJpUxT8TKu0TERPUmoAgPZA-M,06-9882791,
KD Parit Pinang Seribu,Johor,"KD Parit Pinang Seribu, JKR 1075, Kg Pt Pinang 1000 Drt. Jn Temenggung Ahmad, 84000, Muar, Johor",Malaysia,1.983653,102.6214852,FALSE,FALSE,TRUE,ChIJ0atcqHi60TERsJXH32-TY6U,06-9872846,
KD Parit Raja,Johor,"KD Parit Raja, Gersik, Ledang, 84700, Tangkak, Johor",Malaysia,2.2055556,102.7197222,FALSE,FALSE,TRUE,ChIJHbxDhCzM0TERN7_NY2dFRpI,06-9727378,
KD Parit Rambai,Johor,"KD Parit Rambai, Jln Pt. Rambai Pontian, 82000, Pontian, Johor",Malaysia,1.4459665,103.4350402,FALSE,FALSE,TRUE,ChIJJ-8wtsij0DERM8TgDrUo4YE,07-6862606,
KD Parit Samsu Darat,Johor,"KD Parit Samsu Darat, JKR 1144 Kg. Pt. Samsu Jln Temenggung Ahmad, 84150, Muar, Johor",Malaysia,1.9775274,102.6272086,FALSE,FALSE,TRUE,ChIJvREKDH6w0TER9Ew0Edpyuto,06-9872845,
KD Parit Samsu Ulu,Johor,"KD Parit Samsu Ulu, JKR 1036, Kg Pt. Samsu Drt, 84000, Muar, Johor",Malaysia,1.9860227,102.6376912,FALSE,FALSE,TRUE,EjtKYWxhbiBQYXJpdCBTYW1zdSwgODQwMDAgTXVhciwgSm9ob3IgRGFydWwgVGEnemltLCBNYWxheXNpYSIuKiwKFAoSCU13qPuOsNExEeScYXpOog2eEhQKEgmNqb7EqbnRMRHD2rjUIMgpug,06-9872851,
KD Parit Sangit,Johor,"KD Parit Sangit, Kampung Parit Sangit, 83600, Batu Pahat, Johor",Malaysia,1.8914764,102.7479899,FALSE,FALSE,TRUE,ChIJwbvHQHWt0TERqUtswdiJzkE,07-4163901,
KD Parit Selangor,Johor,"KD Parit Selangor, Jln Pt. Selangor Pekan Nenas, Pontian, 81500, Pontian, Johor",Malaysia,1.5452162,103.4351262,FALSE,FALSE,TRUE,ChIJtxUWjjeZ0DER-wsX-pmMpfg,07-6869930,
KD Parit Semarang,Johor,"KD Parit Semarang, Kg Parit Semarang, 83000, Batu Pahat, Johor",Malaysia,1.883839,103.1500828,FALSE,FALSE,TRUE,ChIJe_pAaw5d0DERr1y-QghlV8g,07-4544717,
KD Parit Semerah,Johor,"KD Parit Semerah, Jln Pt. Semerah Pontian, 82000, Pontian, Johor",Malaysia,1.4958333,103.3858333,FALSE,FALSE,TRUE,ChIJOUlztGuY0DERBZSQMzepGjg,07-6862436,
KD Parit Sikom,Johor,"KD Parit Sikom, Jln Pt. Sikom Kayu Ara Pasong, Pontian, 82010, Pontian, Johor",Malaysia,1.5676835,103.4045147,FALSE,FALSE,TRUE,EkZKYWxhbiBQYXJpdCBTaWtvbSwgODIxMDAgS2F5dSBBcmEgUGFzb25nLCBKb2hvciBEYXJ1bCBUYSd6aW0sIE1hbGF5c2lhIi4qLAoUChIJFXN9GlCa0DERIA0Hw6NrR6YSFAoSCY2_doIsmtAxEc4f2sE2h1Kh,07-6952231,
KD Parit Ulu Jamil,Johor,"KD Parit Ulu Jamil, JKR 1116 Jln Baru Pt. Jamil,Pt Jawa, 84150, Muar, Johor",Malaysia,1.96336,102.713,FALSE,FALSE,TRUE,ChIJXemF-Imx0TERmNQ3Ry2oGo0,06-9882509,
KD Parit Warijo,Johor,"KD Parit Warijo, Kg. Parit Warijo, Sri Medan, 83000, Batu Pahat, Johor",Malaysia,1.98832,102.950784,FALSE,FALSE,TRUE,ChIJS3s1RQBP0DERZIsODDlCy9I,07-4859985,
KD Parit Yob,Johor,"KD Parit Yob, Pekan Parit Yaani, Yong Peng, 83300, Batu Pahat, Johor",Malaysia,1.946571,103.035413,FALSE,FALSE,TRUE,ChIJZySOhSdF0DEREn586pVzs90,07-4559344,
KD Parit Zing,Johor,"KD Parit Zing, Serom 8, Sungai Mati, 84410, Tangkak, Johor",Malaysia,2.189095,102.6198929,FALSE,FALSE,TRUE,ChIJtfCRNPXF0TERefjOR9rHh_k,06-9764639,
KD Pasak (Felda),Johor,"KD Pasak (Felda), Kota Tinggi, 81900, Kota Tinggi, Johor",Malaysia,1.732867,103.9014119,FALSE,FALSE,TRUE,ChIJt5WRmI9g2jER-kXwoorNPOY,07-8932951,
KD Pasir Gogok,Johor,"KD Pasir Gogok, Kg. Pasir Gogok, 81900, Kota Tinggi, Johor",Malaysia,1.445712,104.112401,FALSE,FALSE,TRUE,ChIJ3bruXko32jERuC1k-pHRTjI,07-8277033,
KD Pasir Putih,Johor,"KD Pasir Putih, JKR 4498, Kg Pasir Putih, Masai, Johor, 81750, Johor Bahru, Johor",Malaysia,1.4342577,103.9311115,FALSE,FALSE,TRUE,ChIJ-_Kp5DM-2jERkaCpAbQPjjM,07-2711902,
KD Pasir Raja (Felda),Johor,"KD Pasir Raja (Felda), Felda Pasir Raja, 81900, Kota Tinggi, Johor",Malaysia,1.761519,103.685071,FALSE,FALSE,TRUE,ChIJaW_3JXV92jERYW-FCgo23ew,07-8978915,
KD Patah Pedang,Johor,"KD Patah Pedang, Kg Patah Pedang, 83030, Batu Pahat, Johor",Malaysia,1.7774485,102.9180423,FALSE,FALSE,TRUE,ChIJcXP_n6D40DERpMJJgmFZdrA,07-4288940,
KD Paya Kepong,Johor,"KD Paya Kepong, Tangkak, Ledang, 84900, Tangkak, Johor",Malaysia,2.2184505,102.5001122,FALSE,FALSE,TRUE,ChIJl97iYQ7D0TERo7xgxRVkDu4,06-9788526,
KD Paya Pulai,Johor,"KD Paya Pulai, Kg, Paya Pulai, 85000, Segamat, Johor",Malaysia,2.4935914,102.8242924,FALSE,FALSE,TRUE,ChIJff63PzHTzzERisVCwzn2RIs,07-9325752,
KD Paya Redan,Johor,"KD Paya Redan, JKR 1954, Jalan Pagoh Muar, 84600, Muar, Johor",Malaysia,2.0986182,102.8194664,FALSE,FALSE,TRUE,EjBKYWxhbiBQYWdvaCwgODQ2MDAsIEpvaG9yIERhcnVsIFRhJ3ppbSwgTWFsYXlzaWEiLiosChQKEgm7u58tokrQMREwNwEdUxItrBIUChIJ0_n7vSHL0TER_eZlSRaAG6o,06-9747810,
KD Pekan Jabi,Johor,"KD Pekan Jabi, Jalan Buluh Kasap, 85000 Segamat, Johor, 85000, Segamat, Johor",Malaysia,2.53315,102.80654,FALSE,FALSE,TRUE,ChIJoZnVxsrSzzERxx8cmGwo0e8,07-9325767,
KD Pengkalan Raja,Johor,"KD Pengkalan Raja, Bt 30 Pengkalan Raja Pekan Nanas, 81500, Pontian, Johor",Malaysia,1.5283569,103.4945348,FALSE,FALSE,TRUE,ChIJ7TxTEvee0DERd-MuAtfI1LI,07-6996670,
KD Permas,Johor,"KD Permas, Jln Permas Kukup, Pontian, 82030, Pontian, Johor",Malaysia,1.32687,103.4460022,FALSE,FALSE,TRUE,ChIJqdADEgOm0DERxwOuNoqikWg,07-6961924,
KD Permas Jaya,Johor,"KD Permas Jaya, Johor Bahru, 80950, Johor Bahru, Johor",Malaysia,1.502289,103.822303,FALSE,FALSE,TRUE,ChIJOzepeZxs2jERnTJaBoOSJMM,07-3868190,
KD Permatang Duku,Johor,"KD Permatang Duku, Jln Permatang Duku Benut, Pontian, 82200, Pontian, Johor",Malaysia,1.7017971,103.2389998,FALSE,FALSE,TRUE,ChIJP7xuwxKM0DERleoNAd9KY8s,07-4257581,
KD Perpat,Johor,"KD Perpat, Kg. Perpat, Rengit, 83100, Batu Pahat, Johor",Malaysia,1.6781127,103.1090724,FALSE,FALSE,TRUE,ChIJXfACvOZX0DERXe1BxUCXl0A,07-4296452,
KD Perpat Serkat,Johor,"KD Perpat Serkat, Jn Perpat Serkat Pontian, 82030, Pontian, Johor",Malaysia,1.305719,103.487634,FALSE,FALSE,TRUE,ChIJpaGvPPKo0DERgnPiGZHYPyg,07-6969581,
KD Peserai,Johor,"KD Peserai, Batu 4 1/2 Jalan Peserai, 83000, Batu Pahat, Johor",Malaysia,1.8546447,102.9166467,FALSE,FALSE,TRUE,Els0IDEsIDIsIEpsbiBQZXNlcmFpLCBLYW1wdW5nIFBlc2VyYWkgUGFudGFpLCA4MzAwMCBCYXR1IFBhaGF0LCBKb2hvciBEYXJ1bCBUYSd6aW0sIE1hbGF5c2lhIh8aHQoWChQKEgnvlCritlbQMREL2e1RmsDKZBIDNCAx,07-4130119,
KD Petri Jaya,Johor,"KD Petri Jaya, Felda Petri Jaya, 81900, Kota Tinggi, Johor",Malaysia,1.8129998,103.7685412,FALSE,FALSE,TRUE,ChIJU_z2vVaI2jERRceAfqyaZNA,07-8904290,
KD Plentong,Johor,"KD Plentong, JKR 6124, Jln Bunga Matahari, Plentong, Masai, 81750, Johor Bahru, Johor",Malaysia,1.522478,103.8203888,FALSE,FALSE,TRUE,ChIJfZvscnhs2jERXrvxeZtZEoI,07-3884072,
KD Pulai Sebatang,Johor,"KD Pulai Sebatang, Jln Pt. Jawa Pulai Sebatang Api-Api Pontian, 82100, Pontian, Johor",Malaysia,1.6446194,103.3366583,FALSE,FALSE,TRUE,ChIJCxuSB-qP0DER_BSO2lDQFyk,07-6933719,
KD Pulau Aur,Johor,"KD Pulau Aur, Kg Teluk Sakinah, Pulau Aur, 86800, Mersing, Johor",Malaysia,2.4006003,103.8663615,FALSE,FALSE,TRUE,ChIJ9bUApSdLxTERn40DfbND8KA,017-7170008,
KD Pulau Pemanggil,Johor,"KD Pulau Pemanggil, Kg Baua, Pulau Pemanggil, 86800, Mersing, Johor",Malaysia,2.5771368,104.3309127,FALSE,FALSE,TRUE,ChIJn9S2ubHZxDERkwQtHZhFu0M,017-7170006,
KD Pulau Sibu,Johor,"KD Pulau Sibu, Mersing, 86800, Mersing, Johor",Malaysia,2.214955,104.0742749,FALSE,FALSE,TRUE,ChIJH4aSpWzF2jER_7cM98TZNNQ,017-7170009,
KD Pulau Tinggi,Johor,"KD Pulau Tinggi, Tg Balang, 86800, Mersing, Johor",Malaysia,2.30473,104.1175578,FALSE,FALSE,TRUE,ChIJZ4qP4-3R2jER-44Ot4NuBvQ,017-717007,
KD Punggai,Johor,"KD Punggai, Jalan Tersusun Punggai, 81900, Kota Tinggi, Johor",Malaysia,1.4356962,104.2941083,FALSE,FALSE,TRUE,ChIJURhgI9bK2zERdWef5_4g7NE,07-8264420,
KD Puteri Menangis,Johor,"KD Puteri Menangis, Jln Puteri Menangis, Mk Sg Pinggan Ayer Baloi, 82100, Pontian, Johor",Malaysia,1.6737137,103.3324996,FALSE,FALSE,TRUE,ChIJixMhHCyP0DERkIBJI3gVRy0,07-6901252,
KD Rawang,Johor,"KD Rawang, 84400 Sungai Mati, Ledang, 84400, Tangkak, Johor",Malaysia,2.1160918,102.555186,FALSE,FALSE,TRUE,ChIJ2fGesRXH0TERX7wBZQWliQI,06-9756603,
KD Rimba Terjun,Johor,"KD Rimba Terjun, Jn Rimba Terjun Pontian, 82000, Pontian, Johor",Malaysia,1.4604713,103.4280586,FALSE,FALSE,TRUE,ChIJZ-jDupiY0DER_U5K_zm3pjQ,07-6879641,
KD Saleng,Johor,"KD Saleng, Batu 17 Jalan Air Hitam, 81400, Kulai, Johor",Malaysia,1.667708,103.589163,FALSE,FALSE,TRUE,ChIJZ5Cf7_942jERW9igfBi_-jo,07-5982540,
KD Sanglang,Johor,"KD Sanglang, Jln Sanglang Ayer Baloi, Pontian, 82100, Pontian, Johor",Malaysia,1.629719,103.3006309,FALSE,FALSE,TRUE,ChIJ6RtfIdiR0DERur4rRQOKpA8,07-6908131,
KD Sarang Buaya,Johor,"KD Sarang Buaya, JKR 1567, Kg. Sarang Buaya Jalan Batu Pahat Muar, 83500, Muar, Johor",Malaysia,1.891831,102.7671008,FALSE,FALSE,TRUE,ChIJFcGWcfqs0TERStid0UfRoGM,07-4163843,
KD Sawah Datok,Johor,"KD Sawah Datok, Jalan Endau, 86800, Mersing, Johor",Malaysia,2.4710527,103.8142037,FALSE,FALSE,TRUE,Ek1KYWxhbiBFbmRhdSBVdGFtYSwgS2FtcHVuZyBTYXdhaCBEYXRvJywgTWVyc2luZywgSm9ob3IgRGFydWwgVGEnemltLCBNYWxheXNpYSIuKiwKFAoSCakFEdyqWsUxEQWKacg-hVAdEhQKEgkhuhhgqU7FMRHRVlCR0IEsPw,07-7996533,
KD Sawah Ring,Johor,"KD Sawah Ring, Gersik, Ledang, 84700, Tangkak, Johor",Malaysia,2.227973,102.6823072,FALSE,FALSE,TRUE,ChIJNbbJjkbO0TERCjBfzljThhM,06-9764645,
KD Sedenak,Johor,"KD Sedenak, Btu 24 Lorong 4, 81010, Kulai, Johor",Malaysia,1.5698907,103.6048269,FALSE,FALSE,TRUE,EksyNCwgTG9yb25nIDQsIEthbXB1bmcgTmVzYSwgODExMTAgSm9ob3IgQmFocnUsIEpvaG9yIERhcnVsIFRhJ3ppbSwgTWFsYXlzaWEiMBIuChQKEgknmAWsk3baMRGGBPhXqH4bVBAYKhQKEgk_2sTPk3baMRFbcomt01ofKg,07-6526907,
KD Sejagong,Johor,"KD Sejagong, Sri Medang, Batu Pahat, 83000, Batu Pahat, Johor",Malaysia,1.8646268,102.9244932,FALSE,FALSE,TRUE,ChIJnXgeQzRR0DER8aqwc85gEY4,07-4850335,
KD Semanggar,Johor,"KD Semanggar, Kg Semanggar Dalam, 81900, Kota Tinggi, Johor",Malaysia,1.7545482,103.7823215,FALSE,FALSE,TRUE,ChIJQSwv71ti2jERMowf3QhkqYs,07-8899034,
KD Semenchu (Felda),Johor,"KD Semenchu (Felda), Felda Semenchu, 81900, Kota Tinggi, Johor",Malaysia,1.598768,104.1056888,FALSE,FALSE,TRUE,ChIJweV1zIhP2jERxtr5fHN34cI,07-8952871,
KD Sengkang Batu 18,Johor,"KD Sengkang Batu 18, Bukit Gambir, Ledang, 84800, Tangkak, Johor",Malaysia,2.254336,102.6732341,FALSE,FALSE,TRUE,ChIJ76qQJ9LR0TERsA1gVNapAMM,06-9764640,
KD Sengkang Batu 20,Johor,"KD Sengkang Batu 20, Bukit Gambir, Ledang, 84800, Tangkak, Johor",Malaysia,2.272813,102.692934,FALSE,FALSE,TRUE,ChIJz9jzrJfR0TERFKBOp2wyEkI,06-9764643,
KD Sepang Loi,Johor,"KD Sepang Loi, Kg. Sepang Loi, 85100, Segamat, Johor",Malaysia,2.64644,102.7592103,FALSE,FALSE,TRUE,ChIJfSwje4k0zjERxG_4ZVY_UKo,07-9497355,
KD Separap,Johor,"KD Separap, Kg Parit Separap, Parit Sulong, 83000, Batu Pahat, Johor",Malaysia,1.9002778,102.8388889,FALSE,FALSE,TRUE,ChIJtWBMXx1T0DERy7SFTqVU07s,07-4101650,
KD Serom 1,Johor,"KD Serom 1, Serom, Sungai Mati Ledang, 84410, Tangkak, Johor",Malaysia,2.15811,102.5772581,FALSE,FALSE,TRUE,ChIJ-dFuXmLG0TER9Kds62MQ87I,06-9756597,
